SOORTNR,FLORON,WETENSCHAP,NEDERLANDS,zeldzaamheidsklasse,trendklasse,RL2000,RL2000kort
3235,,"Rhytidiadelphus subpinnatus","Geveerd haakmos",,,,
3236,,"Scopelophila","Ertsmos (G)",,,,
3237,,"Scopelophila cataractae","Ongezoomd ertsmos",,,,
3238,,"Seligeria donniana","Dwergpenseelmos",,,,
3239,,"Sphagnum recurvum","Slank veenmos",,,,
3240,,"Tortella inflexa","Klein kronkelbladmos",,,,
3241,,"Ulota drummondii","Kruipend kroesmos",,,,
3242,,"Conardia","Vlechtmos (G)",,,,
3243,,"Micromitrium",,,,,
3244,,"Micromitrium tenerum",,,,,
3245,,"Scorpidium cossoni",,,,,
3246,,"Grimmia ovalis",,,,,
3247,,"Grimmia tergestina",,,,,
3248,,"Orthotrichum rogeri",,,,,
3300,,"Aneura","Vetmos (G)",,,,
3301,,"Aneura pinguis","Echte vetmos",,,,
3302,,"Anthoceros","Hauwmos (G)",,,,
3303,,"Anthoceros agrestis","Gewoon hauwmos",,,,
3306,,"Barbilophozia","Tandmos (G)",,,,
3307,,"Barbilophozia attenuata","Steil tandmos",,,,
3308,,"Barbilophozia barbata","Glanzend tandmos",,,,
3309,,"Barbilophozia floerkei","Spits tandmos",,,,
3310,,"Barbilophozia hatcheri","Stekeltandmos",,,,
3311,,"Barbilophozia kunzeana","Kaal tandmos",,,,
3313,,"Bazzania","Zweepmos (G)",,,,
3314,,"Bazzania trilobata","Zweepmos",,,,
3315,,"Blasia","Flesjesmos (G)",,,,
3316,,"Blasia pusilla","Flesjesmos",,,,
3319,,"Calypogeia","Buidelmos (G)",,,,
3320,,"Calypogeia arguta","Scheef buidelmos",,,,
3321,,"Calypogeia fissa","Moerasbuidelmos",,,,
3322,,"Calypogeia muelleriana","Gaaf buidelmos",,,,
3323,,"Calypogeia integristipula","Langbladig buidelmos",,,,
3324,,"Calypogeia sphagnicola","Veenbuidelmos",,,,
3325,,"Calypogeia azurea","Blauw buidelmos",,,,
3326,,"Cephalozia","Maanmos (G)",,,,
3327,,"Cephalozia bicuspidata","Gewoon maanmos",,,,
3330,,"Cephalozia connivens","Glanzend maanmos",,,,
3331,,"Cephalozia lunulifolia","Echt maanmos",,,,
3332,,"Cephalozia macrostachya","Aarmaanmos",,,,
3333,,"Cephalozia pleniceps","Wortelmaanmos",,,,
3334,,"Cephaloziella","Draadmos (G)",,,,
3335,,"Cephaloziella divaricata","Gewoon draadmos",,,,
3336,,"Cephaloziella elachista","Fijn draadmos",,,,
3337,,"Cephaloziella hampeana","Grof draadmos",,,,
3338,,"Cephaloziella rubella","Rood draadmos",,,,
3339,,"Chiloscyphus","Lippenmos (G)",,,,
3341,,"Chiloscyphus polyanthos","Lippenmos",,,,
3343,,"Cladopodiella","Stompmos (G)",,,,
3344,,"Cladopodiella fluitans","IJl stompmos",,,,
3345,,"Cladopodiella francisci","Dicht stompmos",,,,
3346,,"Conocephalum","Kegelmos (G)",,,,
3347,,"Conocephalum conicum","Kegelmos",,,,
3348,,"Diplophyllum","Zaagmos (G)",,,,
3349,,"Diplophyllum albicans","Nerflevermos",,,,
3350,,"Diplophyllum obtusifolium","Zaagmos",,,,
3352,,"Fossombronia","Goudkorrelmos (G)",,,,
3354,,"Fossombronia foveolata","Grof goudkorrelmos",,,,
3355,,"Fossombronia incurva","Kropgoudkorrelmos",,,,
3356,,"Fossombronia pusilla","Klein goudkorrelmos",,,,
3357,,"Fossombronia wondraczekii","Stekelgoudkorrelmos",,,,
3358,,"Frullania","Roestmos (G)",,,,
3359,,"Frullania dilatata","Helmroestmos",,,,
3360,,"Frullania tamarisci","Flesjesroestmos",,,,
3363,,"Gymnocolea","Broedkelkje (G)",,,,
3364,,"Gymnocolea inflata","Broedkelkje",,,,
3365,,"Haplomitrium","Mijtermos (G)",,,,
3366,,"Haplomitrium hookeri","Mijtermos",,,,
3368,,"Lophozia bicrenata","Cederhoutmos",,,,
3369,,"Jungermannia","Jungermannia (G)",,,,
3370,,"Jungermannia caespiticia","Kleine jungermannia",,,,
3371,,"Jungermannia gracillima","Lichtrandmos",,,,
3372,,"Jungermannia hyalina","Rossige jungermannia",,,,
3373,,"Kurzia","Spinragmos (G)",,,,
3374,,"Kurzia pauciflora","Gewoon spinragmos",,,,
3375,,"Kurzia sylvatica","Bosspinragmos",,,,
3377,,"Leiocolea badensis","Bol gladkelkje",,,,
3378,,"Leiocolea bantriensis","Klein gladkelkje",,,,
3379,,"Lejeunea","Tuitmos (G)",,,,
3380,,"Lejeunea cavifolia","Tuitmos",,,,
3381,,"Lepidozia","Neptunusmos (G)",,,,
3382,,"Lepidozia reptans","Neptunusmos",,,,
3383,,"Lophocolea","Kantmos (G)",,,,
3384,,"Lophocolea bidentata","Gewoon kantmos",,,,
3387,,"Lophocolea heterophylla","Gedrongen kantmos",,,,
3388,,"Lophocolea minor","Klein kantmos",,,,
3389,,"Lophozia","Trapmos (G)",,,,
3390,,"Lophozia capitata","Violet trapmos",,,,
3391,,"Lophozia excisa","Duintrapmos",,,,
3393,,"Lophozia incisa","Getand trapmos",,,,
3395,,"Lophozia perssonii","Kalktrapmos",,,,
3396,,"Lophozia ventricosa","Gewoon trapmos",,,,
3400,,"Lunularia","Halvemaantjesmos (G)",,,,
3401,,"Lunularia cruciata","Halvemaantjesmos",,,,
3402,,"Marchantia","Parapluutjesmos (G)",,,,
3403,,"Marchantia polymorpha","Parapluutjesmos",,,,
3404,,"Marsupella","Vetkelkje (G)",,,,
3405,,"Marsupella emarginata","Gewoon vetkelkje",,,,
3406,,"Marsupella funckii","Tenger vetkelkje",,,,
3407,,"Metzgeria","Boomvorkje (G)",,,,
3408,,"Metzgeria conjugata","Breed boomvorkje",,,,
3409,,"Metzgeria fruticulosa","Blauw boomvorkje",,,,
3410,,"Metzgeria furcata","Bleek boomvorkje",,,,
3413,,"Microlejeunea ulicina","Klein tuitmos",,,,
3414,,"Moerckia","Kraalmos (G)",,,,
3415,,"Moerckia hibernica","Kraalmos",,,,
3416,,"Mylia","Hoogveenlevermos (G)",,,,
3417,,"Mylia anomala","Hoogveenlevermos",,,,
3418,,"Nardia","Vleugelmos (G)",,,,
3419,,"Nardia geoscyphus","Klein vleugelmos",,,,
3420,,"Nardia scalaris","Echt vleugelmos",,,,
3421,,"Nowellia","Krulbladmos (G)",,,,
3422,,"Nowellia curvifolia","Krulbladmos",,,,
3423,,"Odontoschisma","Dubbeltjesmos (G)",,,,
3424,,"Odontoschisma denudatum","Zand-dubbeltjesmos",,,,
3425,,"Odontoschisma sphagni","Veen-dubbeltjesmos",,,,
3427,,"Pallavicinia","Elzenmos (G)",,,,
3428,,"Pallavicinia lyellii","Elzenmos",,,,
3429,,"Pellia","Pellia (G)",,,,
3430,,"Pellia endiviifolia","Gekroesde pellia",,,,
3431,,"Pellia epiphylla","Gewone pellia",,,,
3432,,"Pellia neesiana","Veenpellia",,,,
3433,,"Phaeoceros","Geel hauwmos (G)",,,,
3436,,"Phaeoceros carolinianus","Geel hauwmos",,,,
3437,,"Plagiochila","Varentjesmos (G)",,,,
3438,,"Plagiochila asplenioides","Groot varentjesmos",,,,
3439,,"Plagiochila porelloides","Klein varentjesmos",,,,
3441,,"Porella","Pelsmos (G)",,,,
3442,,"Porella arboris-vitae","Getand pelsmos",,,,
3444,,"Porella platyphylla","Gewoon pelsmos",,,,
3445,,"Preissia","Vierkantsmos (G)",,,,
3446,,"Preissia quadrata","Vierkantsmos",,,,
3447,,"Ptilidium","Franjemos (G)",,,,
3448,,"Ptilidium ciliare","Gewoon franjemos",,,,
3449,,"Ptilidium pulcherrimum","Boomfranjemos",,,,
3450,,"Radula","Schijfjesmos (G)",,,,
3451,,"Radula complanata","Schijfjesmos",,,,
3452,,"Reboulia","Schermlevermos (G)",,,,
3453,,"Reboulia hemisphaerica","Schermlevermos",,,,
3454,,"Riccardia","Moerasvorkje (G)",,,,
3455,,"Riccardia chamedryfolia","Gewoon moerasvorkje",,,,
3456,,"Riccardia incurvata","Hol moerasvorkje",,,,
3457,,"Riccardia latifrons","Breed moerasvorkje",,,,
3458,,"Riccardia multifida","Gevind moerasvorkje",,,,
3460,,"Riccia","Water- en Landvorkje (G)",,,,
3461,,"Riccia beyrichiana","Dik landvorkje",,,,
3462,,"Riccia bifurca","Gevoord landvorkje",,,,
3463,,"Riccia canaliculata","Smal watervorkje",,,,
3464,,"Riccia cavernosa","Sponswatervorkje",,,,
3468,,"Riccia fluitans","Gewoon watervorkje",,,,
3471,,"Riccia glauca","Gewoon landvorkje",,,,
3472,,"Riccia huebeneriana","Gedeeld watervorkje",,,,
3474,,"Riccia sorocarpa","Klein landvorkje",,,,
3475,,"Riccia subbifurca","Violet landvorkje",,,,
3476,,"Riccia warnstorfii","Smal landvorkje",,,,
3477,,"Ricciocarpos","Kroosmos (G)",,,,
3478,,"Ricciocarpos natans","Kroosmos",,,,
3479,,"Scapania","Schoffelmos (G)",,,,
3480,,"Scapania compacta","Gedrongen schoffelmos",,,,
3481,,"Scapania curta","Klein schoffelmos",,,,
3482,,"Scapania irrigua","Zandschoffelmos",,,,
3483,,"Scapania nemorea","Bosschoffelmos",,,,
3484,,"Scapania undulata","Beekschoffelmos",,,,
3487,,"Sphaerocarpos","Blaasjesmos (G)",,,,
3488,,"Sphaerocarpos michelii","Gerand blaasjesmos",,,,
3489,,"Sphaerocarpos texanus","Stekelblaasjesmos",,,,
3491,,"Anastrophyllum","Kielmos (G)",,,,
3492,,"Anastrophyllum minutum","Kielmos",,,,
3493,,"Targionia","Wiggemos (G)",,,,
3494,,"Targionia hypophylla","Wiggemos",,,,
3495,,"Trichocolea","Wolmos (G)",,,,
3496,,"Trichocolea tomentella","Wolmos",,,,
3497,,"Tritomaria","Gootmos (G)",,,,
3499,,"Tritomaria exsectiformis","Gootmos",,,,
3504,,"Cephaloziella stellulifera","Greppeldraadmos",,,,
3507,,"Cephaloziella baumgartneri","Kalk-draadmos",,,,
3508,,"Frullania fragilifolia","Bros roestmos",,,,
3509,,"Metzgeria temperata","Ruig boomvorkje",,,,
3510,,"Riccia crozalsii","Blauw landvorkje",,,,
3511,,"Cololejeunea","Dwerg-tuitmos (G)",,,,
3512,,"Cololejeunea minutissima","Dwerg-tuitmos",,,,
3513,,"Cephaloziella subdentata","Veen-draadmos",,,,
3514,,"Nardia insecta","Gedeeld vleugelmos",,,,
3515,,"Leiocolea","Gladkelkje (G)",,,,
3516,,"Lophozia grandiretis","Grootcellig trapmos",,,,
3517,,"Scapania gracilis","Gedoornd schoffelmos",,,,
3518,,"Scapania lingulata","Tongbladig schoffelmos",,,,
3519,,"Lophocolea semiteres","Zuidelijk kantmos",,,,
3520,,"Porella pinnata","Smal pelsmos",,,,
3521,,"Microlejeunea","Klein tuitmos (G)",,,,
3522,,"Anthoceros caucasicus","Stekel-hauwmos",,,,
3523,,"Anthoceros punctatus","Zwart hauwmos",,,,
4000,,"Acarospora",,,,,
4003,,"Acarospora fuscata",,,,,
4004,,"Acarospora smaragdula",,,,,
4006,,"Acarospora veronensis",,,,,
4007,,"Acrocordia",,,,,
4008,,"Acrocordia gemmata",,,,,
4009,,"Anaptychia",,,,,
4010,,"Anaptychia ciliaris",,,,,
4011,,"Anaptychia runcinata",,,,,
4012,,"Anisomeridium",,,,,
4013,,"Anisomeridium biforme",,,,,
4014,,"Arthonia","Stippelkorstmos (G)",,,,
4015,,"Arthonia didyma",,,,,
4016,,"Arthonia dispersa",,,,,
4017,,"Arthonia leucodontis",,,,,
4018,,"Arthonia fusca",,,,,
4019,,"Arthonia galactites",,,,,
4020,,"Arthonia impolita",,,,,
4021,,"Arthonia lapidicola",,,,,
4022,,"Arthonia phaeobaea",,,,,
4023,,"Arthonia punctiformis",,,,,
4024,,"Arthonia radiata",,,,,
4025,,"Arthonia spadicea",,,,,
4026,,"Arthonia cinnabarina",,,,,
4027,,"Arthopyrenia","Puntkorstmos (G)",,,,
4028,,"Pyrenocollema halodytes",,,,,
4029,,"Arthopyrenia lapponina",,,,,
4030,,"Arthopyrenia punctiformis",,,,,
4031,,"Arthothelium",,,,,
4032,,"Arthothelium ruanum",,,,,
4033,,"Arthroraphis",,,,,
4035,,"Aspicilia",,,,,
4036,,"Aspicilia caesiocinerea",,,,,
4037,,"Aspicilia calcarea",,,,,
4038,,"Aspicilia cinerea",,,,,
4039,,"Aspicilia contorta",,,,,
4041,,"Aspicilia intermutans",,,,,
4042,,"Aspicilia laevata",,,,,
4043,,"Aspicilia leprosescens",,,,,
4044,,"Aspicilia simoensis",,,,,
4045,,"Aspicilia subcircinata",,,,,
4046,,"Aspicilia verrucigera",,,,,
4047,,"Bacidia",,,,,
4048,,"Bacidia arceutina",,,,,
4049,,"Bacidia arnoldiana",,,,,
4051,,"Bacidia assulata",,,,,
4052,,"Bacidia laurocerasi",,,,,
4055,,"Bacidia egenula",,,,,
4056,,"Bacidia friesiana",,,,,
4058,,"Bacidia incompta",,,,,
4059,,"Bacidia inundata",,,,,
4060,,"Bacidia mitescens",,,,,
4061,,"Bacidia bagliettoana",,,,,
4062,,"Bacidia naegelii",,,,,
4063,,"Bacidia phacodes",,,,,
4064,,"Bacidia rubella",,,,,
4065,,"Mycobilimbia sabuletorum",,,,,
4066,,"Fellhanera vezdae",,,,,
4067,,"Baeomyces","Heikorst (G)",,,,
4068,,"Baeomyces placophyllus",,,,,
4069,,"Baeomyces roseus","Roze heikorst",,,,
4070,,"Baeomyces rufus","Roodbruine heikorst",,,,
4072,,"Bryoria",,,,,
4073,,"Bryoria bicolor",,,,,
4074,,"Bryoria capillaris",,,,,
4075,,"Bryoria fuscescens",,,,,
4076,,"Buellia","Stofkorst (G)",,,,
4077,,"Buellia aethalea",,,,,
4078,,"Buellia badia",,,,,
4079,,"Buellia disciformis",,,,,
4080,,"Buellia griseovirens","Grijsgroene stofkorst",,,,
4081,,"Buellia punctata","Vliegestrontjesmos",,,,
4082,,"Buellia ocellata",,,,,
4083,,"Calicium","Kelkkorstmos (G)",,,,
4084,,"Calicium abietinum",,,,,
4085,,"Calicium adspersum",,,,,
4086,,"Calicium glaucellum",,,,,
4087,,"Calicium salicinum",,,,,
4088,,"Calicium viride",,,,,
4089,,"Caloplaca",,,,,
4090,,"Caloplaca aurantia",,,,,
4091,,"Caloplaca cerina",,,,,
4092,,"Caloplaca cerinella",,,,,
4093,,"Caloplaca chlorina",,,,,
4094,,"Caloplaca citrina","Citroenkorst",,,,
4095,,"Caloplaca decipiens",,,,,
4096,,"Caloplaca ferruginea",,,,,
4097,,"Caloplaca flavovirescens",,,,,
4098,,"Caloplaca haematites",,,,,
4099,,"Caloplaca flavescens",,,,,
4100,,"Caloplaca holocarpa",,,,,
4101,,"Caloplaca lactea",,,,,
4102,,"Caloplaca luteoalba",,,,,
4103,,"Caloplaca marina",,,,,
4104,,"Caloplaca obscurella",,,,,
4105,,"Caloplaca ruderum",,,,,
4106,,"Caloplaca salina",,,,,
4108,,"Caloplaca saxicola",,,,,
4109,,"Caloplaca tegularis",,,,,
4110,,"Caloplaca teicholyta",,,,,
4111,,"Caloplaca thallincola",,,,,
4112,,"Caloplaca variabilis",,,,,
4113,,"Candelaria",,,,,
4114,,"Candelaria concolor",,,,,
4115,,"Candelariella","Geelkorst (G)",,,,
4116,,"Candelariella aurella",,,,,
4117,,"Candelariella medians",,,,,
4118,,"Candelariella reflexa","Poedergeelkorst",,,,
4119,,"Candelariella vitellina","Grove geelkorst",,,,
4120,,"Candelariella xanthostigma",,,,,
4121,,"Catapyrenium",,,,,
4122,,"Catapyrenium lachneum",,,,,
4123,,"Catillaria",,,,,
4124,,"Fellhanera bouteillei",,,,,
4125,,"Catillaria chalybeia",,,,,
4126,,"Catillaria lenticularis",,,,,
4127,,"Catillaria nigroclavata",,,,,
4128,,"Catillaria sphaeroides",,,,,
4129,,"Megalaria",,,,,
4130,,"Megalaria grossa",,,,,
4131,,"Cetraria","Kraakloof (G)",,,,
4132,,"Cetraria chlorophylla","Bruin boerenkoolmos",,,,
4133,,"Cetraria islandica","IJslands mos",,,,
4134,,"Cetraria nivalis","Sneeuwkraakloof",,,,
4135,,"Cetraria pinastri",,,,,
4136,,"Cetraria sepincola",,,,,
4137,,"Chaenotheca",,,,,
4138,,"Chaenotheca chrysocephala",,,,,
4139,,"Chaenotheca ferruginea","Roestbruin schorssteeltje",,,,
4142,,"Chaenotheca trichialis",,,,,
4143,,"Chaenotheca xyloxena",,,,,
4144,,"Chrysothrix",,,,,
4145,,"Chrysothrix candelaris",,,,,
4146,,"Cladonia","Bekermos (G)",,,,
4147,,"Cladonia ramulosa",,,,,
4148,,"Cladina arbuscula","Gebogen rendiermos",,,,
4149,,"Cladina mitis",,,,,
4150,,"Cladonia bacillaris","Melige heidelucifer",,,,
4151,,"Cladonia caespiticia",,,,,
4152,,"Cladonia cenotea",,,,,
4153,,"Cladonia cervicornis","Stapelbekertje",,,,
4155,,"Cladonia chlorophaea","Fijn bekermos",,,,
4156,,"Cladina ciliata",,,,,
4157,,"Cladonia coccifera","Rood bekermos",,,,
4158,,"Cladonia coniocraea","Smal bekermos",,,,
4159,,"Cladonia humilis","Patatzak-bekermos",,,,
4160,,"Cladonia cornuta","Gehoornd bekermos",,,,
4162,,"Cladonia crispata var. cetrariiformis",,,,,
4164,,"Cladonia cryptochlorophaea",,,,,
4165,,"Cladonia deformis",,,,,
4166,,"Cladonia digitata","Gevingerd bekermos",,,,
4167,,"Cladonia fimbriata","Kopjes-bekermos",,,,
4168,,"Cladonia floerkeana","Rode heidelucifer",,,,
4169,,"Cladonia foliacea","Elandgeweimos",,,,
4170,,"Cladonia furcata","Gevorkt heidestaartje",,,,
4171,,"Cladonia furcata subsp. furcata",,,,,
4172,,"Cladonia furcata subsp. subrangiformis",,,,,
4173,,"Cladonia glauca","Bruin heidestaartje",,,,
4174,,"Cladonia gracilis","Girafje",,,,
4175,,"Cladonia grayi",,,,,
4176,,"Cladonia incrassata",,,,,
4177,,"Cladonia macilenta","Dik bekermos",,,,
4178,,"Cladonia merochlorophaea","Bruin bekermos",,,,
4179,,"Cladonia parasitica",,,,,
4180,,"Cladonia phyllophora",,,,,
4182,,"Cladonia polydactyla",,,,,
4183,,"Cladina portentosa","Open rendiermos",,,,
4184,,"Cladonia pyxidata","Groen bekermos",,,,
4185,,"Cladina rangiferina","Rendierbekermos",,,,
4186,,"Cladonia rangiformis","Vals rendiermos",,,,
4187,,"Cladonia cervicornis subsp. pulvinata",,,,,
4188,,"Cladonia rei",,,,,
4189,,"Cladonia scabriuscula",,,,,
4190,,"Cladonia squamosa","Schubbig bekermos",,,,
4191,,"Cladonia squamosa var. subsquamosa",,,,,
4192,,"Cladina stellaris",,,,,
4193,,"Cladonia strepsilis",,,,,
4194,,"Cladonia subcervicornis",,,,,
4195,,"Cladonia subulata",,,,,
4196,,"Cladonia sulphurina",,,,,
4197,,"Cladonia symphycarpa",,,,,
4199,,"Cladonia uncialis subsp. biuncialis","Varkenspootje",,,,
4200,,"Cladonia zopfii",,,,,
4202,,"Cliostomum",,,,,
4203,,"Cliostomum griffithii","Gespikkelde witkorst",,,,
4204,,"Coelocaulon",,,,,
4205,,"Coelocaulon aculeatum","Kraakloof",,,,
4206,,"Collema","Lijmkorstmos (G)",,,,
4207,,"Collema crispum","Geleimos",,,,
4208,,"Collema furfuraceum",,,,,
4209,,"Collema limosum",,,,,
4210,,"Collema tenax",,,,,
4211,,"Collema fuscovirens",,,,,
4213,,"Chaenotheca furfuracea",,,,,
4214,,"Chaenotheca sulphurea",,,,,
4215,,"Omphalina",,,,,
4216,,"Omphalina hudsoniana",,,,,
4218,,"Cyphelium",,,,,
4219,,"Cyphelium inquinans",,,,,
4220,,"Cyphelium sessile",,,,,
4221,,"Dermatocarpon",,,,,
4222,,"Dermatocarpon miniatum",,,,,
4223,,"Dimerella",,,,,
4224,,"Dimerella pineti","Fijne boskorst",,,,
4225,,"Diploicia",,,,,
4226,,"Diploicia canescens","Kauwgommos",,,,
4227,,"Diploschistes",,,,,
4228,,"Diploschistes muscorum",,,,,
4229,,"Diploschistes scruposus",,,,,
4230,,"Diplotomma",,,,,
4231,,"Diplotomma alboatrum",,,,,
4232,,"Diplotomma chlorophaeum",,,,,
4233,,"Dirina",,,,,
4235,,"Dirina stenhammari",,,,,
4236,,"Endocarpon",,,,,
4237,,"Endocarpon pusillum",,,,,
4238,,"Enterographa",,,,,
4239,,"Enterographa crassa",,,,,
4240,,"Evernia","Struikmos (G)",,,,
4241,,"Evernia divaricata",,,,,
4242,,"Evernia prunastri","Eikenmos",,,,
4243,,"Fulgensia",,,,,
4244,,"Fulgensia fulgens",,,,,
4245,,"Fuscidea",,,,,
4246,,"Fuscidea cyathoides",,,,,
4247,,"Fuscidea lightfootii",,,,,
4248,,"Graphina",,,,,
4249,,"Graphina anguina",,,,,
4250,,"Graphis","Lettermos (G)",,,,
4251,,"Graphis elegans",,,,,
4252,,"Graphis scripta","Lettermos",,,,
4253,,"Gyalecta",,,,,
4254,,"Gyalecta derivata",,,,,
4255,,"Gyalecta flotowii",,,,,
4256,,"Gyalecta truncigena",,,,,
4257,,"Gyalideopsis",,,,,
4258,,"Gyalideopsis anastomosans",,,,,
4259,,"Haematomma",,,,,
4260,,"Haematomma ochroleucum","Witgerande stofkorst",,,,
4261,,"Haematomma ochroleucum var. porphyrium",,,,,
4262,,"Porpidia",,,,,
4263,,"Porpidia albocaerulescens",,,,,
4264,,"Porpidia crustulata",,,,,
4265,,"Porpidia macrocarpa",,,,,
4266,,"Porpidia platycarpoides",,,,,
4267,,"Porpidia soredizodes",,,,,
4268,,"Porpidia tuberculosa",,,,,
4270,,"Hymenelia",,,,,
4271,,"Hymenelia prevostii",,,,,
4272,,"Hypocenomyce",,,,,
4273,,"Hypocenomyce caradocensis",,,,,
4274,,"Hypocenomyce scalaris","Schubjesmos",,,,
4275,,"Hypogymnia","Schorsmos (G)",,,,
4276,,"Hypogymnia farinacea",,,,,
4277,,"Hypogymnia physodes","Gewoon schorsmos",,,,
4278,,"Hypogymnia tubulosa","Witkopschorsmos",,,,
4279,,"Hypogymnia vittata",,,,,
4280,,"Icmadophila",,,,,
4281,,"Icmadophila ericetorum",,,,,
4283,,"Lasallia",,,,,
4284,,"Lasallia pustulata",,,,,
4285,,"Lecanactis",,,,,
4286,,"Lecanactis abietina",,,,,
4287,,"Lecanactis lyncea",,,,,
4288,,"Lecania",,,,,
4289,,"Lecania cyrtella",,,,,
4290,,"Lecania cyrtellina",,,,,
4291,,"Lecania erysibe",,,,,
4292,,"Lecania fuscella",,,,,
4293,,"Lecanora","Schotelkorst (G)",,,,
4294,,"Lecanora albescens",,,,,
4295,,"Tephromela atra","Zwarte schotelkorst",,,,
4296,,"Tephromela grumosa",,,,,
4297,,"Protoparmelia badia",,,,,
4298,,"Lecanora campestris",,,,,
4299,,"Lecanora carpinea","Melige schotelkorst",,,,
4300,,"Lecanora chlarotera","Witte schotelkorst",,,,
4301,,"Lecanora conferta",,,,,
4302,,"Lecanora confusa",,,,,
4303,,"Lecanora conizaeoides","Groene schotelkorst",,,,
4304,,"Lecanora crenulata",,,,,
4305,,"Lecanora dispersa","Verborgen schotelkorst",,,,
4306,,"Lecanora expallens","Bleekgroene schotelkorst",,,,
4307,,"Lecanora flotowiana",,,,,
4309,,"Lecanora helicopis",,,,,
4310,,"Lecanora intumescens",,,,,
4311,,"Lecanora horiza","Donkere schotelkorst",,,,
4312,,"Lecanora muralis","Muurschotelkorst",,,,
4313,,"Lecanora pallida",,,,,
4314,,"Lecanora piniperda",,,,,
4315,,"Lecanora polytropa",,,,,
4316,,"Lecanora pulicaris","Eikenschotelkorst",,,,
4317,,"Lecanora rupicola",,,,,
4318,,"Lecanora saligna",,,,,
4319,,"Lecanora sambuci",,,,,
4320,,"Lecanora soralifera",,,,,
4321,,"Lecanora strobilina",,,,,
4322,,"Lecanora argentata","Bruin schotelkorst",,,,
4323,,"Lecanora symmicta","Bolle schotelkorst",,,,
4324,,"Lecanora varia","Boomschotelkorst",,,,
4330,,"Lecidea","Schijfmos (G)",,,,
4331,,"Lecidea erratica",,,,,
4332,,"Lecidea fuscoatra",,,,,
4333,,"Trapeliopsis granulosa","Lichte veenkorst",,,,
4334,,"Mycobilimbia hypnorum",,,,,
4335,,"Micarea lithinella",,,,,
4336,,"Lecidea lithophila",,,,,
4337,,"Clauzadea metzleri",,,,,
4338,,"Clauzadea monticola",,,,,
4339,,"Placynthiella oligotropha",,,,,
4340,,"Lecanora orosthea",,,,,
4341,,"Lecidea lactea",,,,,
4342,,"Lecidea plana",,,,,
4343,,"Lecidea promixta",,,,,
4344,,"Lecanora aitema",,,,,
4345,,"Lecanora sulphurea",,,,,
4346,,"Placynthiella uliginosa",,,,,
4347,,"Carbonea supersparsa",,,,,
4348,,"Lecidella",,,,,
4349,,"Lecidella carpathica",,,,,
4350,,"Lecidella elaeochroma","Purperschaaltje",,,,
4351,,"Lecidella scabra",,,,,
4352,,"Lecidella stigmatea",,,,,
4353,,"Lecidella subincongrua",,,,,
4354,,"Lempholemma",,,,,
4355,,"Lempholemma chalazanum",,,,,
4356,,"Lepraria",,,,,
4357,,"Lepraria incana","Gewone poederkorst",,,,
4358,,"Leproloma membranaceum",,,,,
4360,,"Leproplaca",,,,,
4361,,"Leproplaca xantholytha",,,,,
4362,,"Leptogium","Lilmos (G)",,,,
4363,,"Leptogium biatorinum",,,,,
4364,,"Leptogium lichenoides",,,,,
4365,,"Leptogium intermedium",,,,,
4366,,"Leptogium corniculatum",,,,,
4367,,"Leptogium schraderi",,,,,
4368,,"Leptogium gelatinosum",,,,,
4369,,"Leptogium tenuissimum",,,,,
4371,,"Leptoraphis",,,,,
4372,,"Leptoraphis atomaria",,,,,
4373,,"Leptoraphis epidermidis",,,,,
4374,,"Leptoraphis parameca",,,,,
4375,,"Lobaria","Longenkorstmos (G)",,,,
4376,,"Lobaria pulmonaria","Longenkorstmos",,,,
4377,,"Lobaria scrobiculata",,,,,
4378,,"Micarea",,,,,
4379,,"Micarea denigrata",,,,,
4380,,"Micarea leprosula",,,,,
4381,,"Micarea lignaria var. lignaria",,,,,
4382,,"Micarea melaena",,,,,
4384,,"Micarea nitschkeana",,,,,
4385,,"Micarea peliocarpa",,,,,
4386,,"Micarea prasina",,,,,
4387,,"Micarea sylvicola",,,,,
4389,,"Thelenella modesta",,,,,
4390,,"Moelleropsis",,,,,
4391,,"Moelleropsis nebulosa",,,,,
4392,,"Mykoblastus",,,,,
4393,,"Mykoblastus sterilis",,,,,
4394,,"Mycocalicium",,,,,
4395,,"Mycocalicium subtile",,,,,
4396,,"Mycomicrothelia",,,,,
4397,,"Peridiothelia fuliguncta",,,,,
4398,,"Mycomicrothelia walrothii",,,,,
4399,,"Mycoporum",,,,,
4400,,"Mycoporum quercus",,,,,
4401,,"Normandina",,,,,
4402,,"Normandina pulchella",,,,,
4403,,"Ochrolechia",,,,,
4404,,"Ochrolechia androgyna",,,,,
4405,,"Ochrolechia parella",,,,,
